,title,description,source,job-id,ar-chars
9904,موظفة خدمة عملاء (خبرة بمجال شركات الشحن) - المهندسين - الجيزة,- سنة- 10 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,239491,True
9905,مندوب توصيل (يمتلك دراجة نارية) -الاسكندرية - سيدى بشر - الاسكندرية,مندوب شحن يمتلك دراجة نارية للعمل بفرع الاسكندريةالمهام الوظيفيةإستلام وتسليم الطرود للعملاءتحصيل مبالغ نقدية - سنة- 5 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل,forsana,239490,True
9906,مندوب تسويق و مبيعات خارجية - مدينة نصر - القاهرة,لمصنع متخصص لصناعة عبوات ومنتجات البلاسيتك بالعاشر من رمضان تطلب مندوبين تسويق ومبيعات خارجية لمهام الوظيفيةترويج منتجات الشركة إلى العملاء الحاليين وجذب عملاء جدد.معرفة كافة المعلومات المتعلقة بالمنتجات وتقديم شرح واف عنها للعملاء.التواصل الدائم مع العملاء والتعامل الجيد وتقديم المنتج بأفضل الطرق.التأكد من رضا العملاء عن المنتجات والخدمات المقدمة.الاهتمام بمشاكل العملاء والمساعدة في حلها، ونقل الشكاوى والاقتراحات إلى إدارة الشركة.المهارات المطلوبة- اللباقة وحسن الحديث مع العملاء .– مهارات التواصل والقدرة على بناء العلاقات مع مختلف العملاء.– سرعة البديهة ومعرفة أفضل الطرق لإقناع العميل بالمنتج أو الخدمة التي تقدمها الشركة.– تحمل الضغوط الخاصة بالعمل - سنتان- 7 سنوات خبرة - مؤهل عالي - تسويق ومبيعات,forsana,239489,True
9907,معيد او دكتور جامعي اقتصاد ومالية عن بعد (مسائي) - المملكة العربية السعودية - 15 مايو - القاهرة,معلمين تخصصات المالية والاقتصاد لن يتم النظر في التخصصات الادبيةلا تشترط الخبرةيشترط عمل تجربة شرح (مدة 10-15 دقائق) لقياس مدى تمكن المعلم من المادة العلمية ومدى قدرته في ايصال المعلومةالعمل اون لاين مع شركة خدمات تعليمية في السعوديةمتوسط الدخل الشهري 4000-5000 ريال سعودييشترط اجادة الحاسب الالي سرعة انترنت عالية او جيده جدا - لا يشترط خبرة - مؤهل عالي - تربية وتعليم,forsana,239488,True
9908,مسئول / مسئولة سوشيال ميديا وتسويق الكترونى - مدينة نصر - القاهرة,ادارة وتخطيط وتنظيم استراتيجيات مواقع التواصل الإجتماعيوضع خطط تسويقية محددة بمدة معينة تهدف إلى تحقيق هدف معينعمل الإعلانات الممولة وإدارتها بكفائه فى منصات التواصل الإجتماعي المختلفة .نشر المحتويات على جميع مواقع التواصل الإجتماعي ( فيسبوك، انستغرام، تويتر، لينكد ان .. إلخ )الاشراف والرقابة على المحتوي الذي ينشر على مواقع التواصل الإجتماعي المختلفة.المواكبة المستمرة لآخر التطورات والتحديثات التى تتواصل اليها مواقع التواصل الإجتماعي والتكنولوجيا .العمل على زيادة عدد المتابعين وزيادة نسبة التفاعل فيما بينهم.البحث المستمر من اجل التعرف على الشركات المنافسة وتتبعها.العمل على كتابة وتحرير ونشر المحتوي والتعامل مع فريق التصميم للتاكد من ان المحتوي جذاب وملئ بالمعلومات المفيدة .قياس وتقدير مدى نجاح الحملات الإعلانية التى تقيمها الشركة عبر منصات التواصل الإجتماعي - 3- 7 سنوات خبرة - مؤهل عالي - تسويق ومبيعات,forsana,239486,True
9909,مسئول توظيف - جسر السويس - القاهرة,- سنة- 3 سنوات خبرة - مؤهل عالي - اعمال ادارية,forsana,239485,True
9910,سائق (رخصة خاصة) - شيراتون - القاهرة,- سنة خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل,forsana,239484,True
9911,مهندس مبيعات خارجى - حديث التخرج - الهرم - الجيزة,- لا يشترط خبرة - مؤهل عالي - عمارة وهندسة,forsana,239483,True
9912,مسئولة استقبال و سكرتارية - الدقى - الجيزة,- يشترط اجادة استخدام برامج الاوفيس (ورد - اكسيل).- مسئولة عن استقبال مكالمات العملاء والبريد الالكتروني.- مسئولة عن تسجيل العملاء الجدد على سيستم الشركة.- عمل التقارير اليومية.- العمل ورديات متغيرة ، مدة الوردية: ساعات. - سنتان خبرة على الأكثر - مؤهل عالي - اعمال ادارية,forsana,239482,True
9913,ممرضة محضن - شيراتون - القاهرة,- 5- 10 سنوات خبرة - دبلوم نظام ٥ سنوات (فوق متوسط) - طب وصيدلة,forsana,239481,True
9914,فني دوكو سيارات - أبو رواش - الجيزة,العمل علي دهان و تشطيب و صنفره اجزاء معدنيه - لا يشترط خبرة - تناسب كل المؤهلات - صناعة وزراعة,forsana,239480,True
9915,محاسب عملاء (يشترط خبرة سنتين) - مدينة نصر - القاهرة,المسئوليات:- مراجعة اسعار اوامر التوريد من العملاء قبل ادراجها على السيستم.- تسجيل كل اوردرات على السيستم بعد مراجعة كشوف الحساب لمعرفة اذا كان الحد الائتماني للعميل يسمح او لا.- مراجعة يومية الفواتير و اذون الاستلام (الخاصة بالقطاع البيعي له) مع ادارة الحركة و المندوبين.- اعداد المطالبات الشهرية للفواتير و اذون الاستلام و تسليمها للمندوبين او مندوب التحصيل.- مراقبة التكاليف والتحكم بها - مطابقة كشوف الحسابات مع العملاء بشكل دوري و مراجعة الخصومات المستحقة للعملاء طبقا للعقود المبرمة بينه و بين الشركة.متطلبات الوظيفة:- بكالوريوس تجارة شعبة محاسبة من احدى الجامعات المصرية الحكومية وليس المعاهد او الاكاديميات الخاصه. - خبرة لا تقل عن سنتين في حسابات العملاء ومراقبة التكاليف.- خبرة عملية في العمل على سيستم و ليس اكسيل فقط. (يفضل سيستم الاوراكل). - يفضل وجود شهادات خبرة معتمده من جهات العمل السابقة تفيد بعدد سنوات الخبرة. - السن ما بين 25 سنه الى 30 سنه حد اقصى.- قرب السكن من مدينة نصر والمناطق المجاورة (مناطق القاهرة الصغرى - التجمعات - المدن الجديدة). عدا مناطق الجيزة والمغتربين عن القاهرة لعدم توافر استراحات سكنية وبعد المسافه - ذو استقرار اسري (متزوج ويعول).مواعيد العمل: من صباحا الى 6 مساء يوميا عدا الجمعة. مزايا العمل: عقد عمل دائم بنظام التعيين الحكومي + زيادات سنويه + تأمين صحي واجتماعي. - سنتان- 3 سنوات خبرة - مؤهل عالي - مالية وقانونية,forsana,239479,True
